Company,Item,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium  (mg),Carbs (g),Fiber (g),Sugars (g),Protein (g)
Taco Bell,Nacho Fries BellGrande®,710.0,40,6,0,30,1440,73,10,4.0,13
Taco Bell,Black Bean Chalupa – Online Exclusive,330.0,15,3,0,10,430,39,5,3.0,10
Taco Bell,Black Bean Quesarito – Online Exclusive,630.0,29,10,0,35,1260,73,7,5.0,19
Taco Bell,Quesarito – Online Exclusive,650.0,33,12,0.5,55,1390,67,6,5.0,22
Taco Bell,Chalupa Supreme® – Beef,350.0,18,5,0,25,560,33,4,3.0,13
Taco Bell,Chalupa Supreme® – Chicken,330.0,15,3.5,0,35,560,31,2,3.0,16
Taco Bell,Chalupa Supreme® – Steak,330.0,16,4,0,30,530,32,2,3.0,15
Taco Bell,Cheesy Gordita Crunch,500.0,28,10,0.5,55,850,41,5,4.0,20
Taco Bell,Crunchy Taco Supreme®,190.0,11,4.5,0,25,340,15,3,2.0,8
Taco Bell,Loaded Nacho Taco (New),250.0,12,4.5,0,25,610,24,3,2.0,10
Taco Bell,Nacho Cheese Doritos® Locos Taco Supreme®,190.0,11,4.5,0,30,380,15,3,2.0,8
Taco Bell,Soft Taco – Beef,180.0,9,4,0,25,500,17,3,1.0,9
Taco Bell,Soft Taco – Chicken,160.0,5,2.5,0,30,500,16,1,1.0,12
Taco Bell,Soft Taco – Beef,210.0,10,5,0,25,520,20,3,2.0,10
Taco Bell,Soft Taco – Chicken,180.0,7,3.5,0,35,520,18,2,2.0,13
Taco Bell,Bean Burrito (V),350.0,9,3.5,0,5,1000,54,11,3.0,13
Taco Bell,Beefy 5-Layer Burrito,490.0,18,7,0,30,1250,63,9,5.0,18
Taco Bell,Burrito Supreme® – Beef,390.0,14,6,0,25,1110,51,9,4.0,16
Taco Bell,Burrito Supreme® – Chicken,370.0,11,4.5,0,35,1110,49,8,4.0,19
Taco Bell,Burrito Supreme® – Steak,370.0,12,5,0,30,1090,49,7,4.0,18
Taco Bell,Chili Cheese Burrito (regional),370.0,17,8,0,35,970,40,4,2.0,16
Taco Bell,Quesarito – Beef,650.0,33,12,0.5,55,1390,67,6,5.0,22
Taco Bell,Quesarito – Chicken,620.0,29,11,0,65,1390,66,4,4.0,25
Taco Bell,Quesarito – Steak,630.0,30,11,0,60,1370,66,4,4.0,24
Taco Bell,Chips and Nacho Cheese Sauce (V),220.0,13,1.5,0,<5,250,24,2,2.0,2
Taco Bell,Nacho Fries (V) (New),320.0,18,1.5,0,<5,630,35,4,2.0,4
Taco Bell,Nacho Fries BellGrande® (New),710.0,40,6,0,30,1440,73,10,4.0,13
Taco Bell,Nachos BellGrande® – Beef,740.0,38,7,0,25,1050,82,15,5.0,16
Taco Bell,Nachos BellGrande® – Chicken,720.0,35,6,0,35,1050,81,14,5.0,20
Taco Bell,Nachos BellGrande® – Steak,720.0,36,6,0,30,1030,81,14,5.0,19
Taco Bell,Beef Quesarito,650.0,33,12,0.5,55,1390,67,6,5.0,22
Taco Bell,Black Bean Quesarito (V),630.0,29,10,0,35,1260,73,7,5.0,19
Taco Bell,Quesadilla – Cheese (V),470.0,25,12,0.5,50,990,37,4,2.0,19
Taco Bell,Quesadilla – Chicken,510.0,26,12,0.5,75,1250,38,4,2.0,27
Taco Bell,Quesadilla – Steak,520.0,27,12,0.5,70,1230,38,4,2.0,27
Taco Bell,Bacon Club Chalupa – Specialties,440.0,27,5,0,50,840,31,2,3.0,20
Taco Bell,Black Bean Chalupa – Specialties,330.0,15,3,0,10,430,39,5,3.0,10
Taco Bell,Black Bean Crunchwrap Supreme – Specialties,510.0,17,4.5,0,5,1080,77,8,6.0,13
Taco Bell,Black Bean Quesarito – Specialties,630.0,29,10,0,35,1260,73,7,5.0,19
Taco Bell,Chalupa Supreme® – Specialties,350.0,18,5,0,25,560,33,4,3.0,13
Taco Bell,Cheesy Gordita Crunch – Specialties,500.0,28,10,0.5,55,850,41,5,4.0,20
Taco Bell,Crunchwrap Supreme® – Specialties,530.0,21,6,0,25,1200,71,6,6.0,16
Taco Bell,Nachos BellGrande® – Specialties,740.0,38,7,0,25,1050,82,15,5.0,16
Taco Bell,Power Menu Bowl – Specialties,470.0,19,6,0,70,1200,50,7,2.0,26
Taco Bell,Quesadilla – Specialties,510.0,26,12,0.5,75,1250,38,4,2.0,27
Taco Bell,Quesarito – Specialties,650.0,33,12,0.5,55,1390,67,6,5.0,22
Taco Bell,Soft Taco – Specialties,180.0,9,4,0,25,500,17,3,1.0,9
Taco Bell,Soft Taco Supreme – Specialties,210.0,10,5,0,25,520,20,3,2.0,10
Taco Bell,Veggie Power Menu Bowl – Specialties,430.0,17,5,0,20,810,57,10,2.0,12
Taco Bell,Black Beans & Rice (V),170.0,3.5,0,0,0,320,31,4,0.0,4
Taco Bell,Black Beans (V),50.0,1,0,0,0,135,8,3,0.0,2
Taco Bell,Cinnabon® Delights™ (2 Pk) (V),160.0,9,2,0,5,80,17,0,10.0,2
Taco Bell,Cinnabon® Delights™ (12 Pk – Serves 4) (V),930.0,53,13,2,40,480,104,3,59.0,9
Taco Bell,Cinnamon Twists (V),170.0,6,0,0,0,210,27,<1,13.0,1
Taco Bell,Diablo Sauce Packet (V),0.0,0,0,0,0,30,0,0,0.0,0
Taco Bell,Fire Sauce Packet (V),0.0,0,0,0,0,55,0,0,0.0,0
Taco Bell,Hot Sauce Packet (V),0.0,0,0,0,0,45,0,0,0.0,0
Taco Bell,Mild Sauce Packet (V),0.0,0,0,0,0,30,0,0,0.0,0
Taco Bell,Blue Raspberry Freeze™ (16 oz) (New),120.0,0,0,0,0,35,30,0,30.0,0
Taco Bell,Blue Raspberry Freeze™ (20 oz) (New),150.0,0,0,0,0,40,38,0,38.0,0
Taco Bell,Dragon Fruit Freeze (16 oz),190.0,0,0,0,0,50,49,0,47.0,0
Taco Bell,Dragon Fruit Freeze (20 oz),230.0,0,0,0,0,60,59,0,57.0,0
Taco Bell,Lowfat Milk – CA (Regional),100.0,2,1.5,0,10,130,13,0,12.0,9
Taco Bell,Lowfat Milk – Federal (Regional),80.0,2,1.5,0,10,100,10,0,9.0,7
Taco Bell,Midnight Berry Freeze™ (16 oz) (New),140.0,0,0,0,0,35,35,0,34.0,0
Taco Bell,Midnight Berry Freeze™ (20 oz) (New),170.0,0,0,0,0,40,43,0,42.0,0
Taco Bell,Mtn Dew® Baja Blast Freeze™ (16 oz),150.0,0,0,0,0,45,41,0,41.0,0
Taco Bell,Mtn Dew® Baja Blast Freeze™ (20 oz),190.0,0,0,0,0,55,51,0,51.0,0
Taco Bell,Orange Juice,140.0,0,0,0,0,20,33,<1,28.0,2
Taco Bell,Premium Hot Coffee,10.0,0,0,0,0,0,0,0,0.0,2
Taco Bell,Regular Iced Coffee,10.0,0,0,0,0,0,0,0,0.0,2
Taco Bell,Water,0.0,0,0,0,0,0,0,0,0.0,0
Taco Bell,Wild Strawberry Freeze™ (16 oz),150.0,0,0,0,0,40,41,0,41.0,0
Taco Bell,Wild Strawberry Freeze™ (20 oz),190.0,0,0,0,0,55,51,0,51.0,0
Taco Bell,Beef Burrito – Value Menu,430.0,19,5,0,20,970,51,4,3.0,12
Taco Bell,Cheesy Bean & Rice Burrito – Value Menu,420.0,16,4,0,<5,880,56,7,3.0,10
Taco Bell,Chips and Nacho Cheese Sauce – Value Menu,220.0,13,1.5,0,<5,250,24,2,2.0,2
Taco Bell,Cinnamon Twists – Value Menu,170.0,6,0,0,0,210,27,<1,13.0,1
Taco Bell,Loaded Nacho Taco – Value Menu,250.0,12,4.5,0,25,610,24,3,2.0,10
Taco Bell,Bean Burrito,350.0,9,3.5,0,5,1000,54,11,3.0,13
Taco Bell,Black Bean Chalupa,330.0,15,3,0,10,430,39,5,3.0,10
Taco Bell,Black Bean Crunchwrap Supreme,510.0,17,4.5,0,5,1080,77,8,6.0,13
Taco Bell,Black Bean Quesarito,630.0,29,10,0,35,1260,73,7,5.0,19
Taco Bell,Black Beans & Rice,170.0,3.5,0,0,0,320,31,4,0.0,4
Taco Bell,Cheese Quesadilla,470.0,25,12,0.5,50,990,37,4,2.0,19
Taco Bell,Cheesy Bean & Rice Burrito,420.0,16,4,0,<5,880,56,7,3.0,10
Taco Bell,Chips and Nacho Cheese Sauce,220.0,13,1.5,0,<5,250,24,2,2.0,2
Taco Bell,Cinnabon® Delights™ (2 Pack),160.0,9,2,0,5,80,17,0,10.0,2
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4),930.0,53,13,2,40,480,104,3,59.0,9
Taco Bell,Cinnamon Twists,170.0,6,0,0,0,210,27,<1,13.0,1
Taco Bell,Hash Brown,160.0,12,1,0,0,270,13,2,0.0,1
Taco Bell,Power Menu Bowl – Veggie,430.0,17,5,0,20,810,57,10,2.0,12
Taco Bell,Power Menu Bowl – Chicken,470.0,19,6,0,70,1200,50,7,2.0,26
Taco Bell,Power Menu Bowl – Steak,480.0,20,7,0,60,1150,51,7,2.0,25
Taco Bell,Power Menu Bowl – Veggie (V),430.0,17,5,0,20,810,57,10,2.0,12
Taco Bell,Breakfast Crunchwrap – Bacon,670.0,41,12,0,140,1270,50,4,3.0,21
Taco Bell,Breakfast Crunchwrap – Sausage,720.0,47,15,0,145,1210,51,4,3.0,21
Taco Bell,Breakfast Crunchwrap – Steak,660.0,38,12,0,145,1300,51,4,3.0,24
Taco Bell,Breakfast Salsa Packet (V),0.0,0,0,0,0,50,<1,0,0.0,0
Taco Bell,Cheesy Toasted Breakfast Burrito – Bacon,350.0,16,4.5,0,115,870,36,2,3.0,13
Taco Bell,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),340.0,14,3.5,0,100,750,43,3,3.0,10
Taco Bell,Cheesy Toasted Breakfast Burrito – Sausage,340.0,17,5,0,110,730,36,2,3.0,11
Taco Bell,Cinnabon® Delights™ (2 Pack) (V),160.0,9,2,0,5,80,17,0,10.0,2
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4) (V),930.0,53,13,2,40,480,104,3,59.0,9
Taco Bell,Grande Toasted Breakfast Burrito – Bacon,560.0,30,10,0,230,1290,49,4,3.0,24
Taco Bell,Grande Toasted Breakfast Burrito – Sausage,560.0,31,10,0,230,1150,49,4,3.0,22
Taco Bell,Grande Toasted Breakfast Burrito – Steak,560.0,28,9,0,240,1310,50,4,3.0,27
Taco Bell,Hash Brown (V),160.0,12,1,0,0,270,13,2,0.0,1
Taco Bell,Hash Brown Toasted Breakfast Burrito – Bacon,570.0,33,10,0,135,1270,49,4,2.0,21
Taco Bell,Hash Brown Toasted Breakfast Burrito – Sausage,570.0,34,10,0,130,1130,49,4,2.0,18
Taco Bell,Hash Brown Toasted Breakfast Burrito – Steak,570.0,30,9,0,140,1290,50,4,2.0,24
Pizza Hut,Detroit Double Cheesy Pizza Slice,280.0,12,6,0,30,560,31,2,2.0,13
Pizza Hut,Detroit Double Pepperoni Pizza Slice,330.0,17,7,0,40,720,30,2,2.0,14
Pizza Hut,Detroit Meaty Pizza Slice,320.0,16,6,0,35,640,31,2,2.0,14
Pizza Hut,Detroit Supremo Pizza Slice,290.0,13,6,0,30,570,31,2,2.0,13
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Personal Pan,180.0,6,2,0,15,370,25,1,8.0,8
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Medium,270.0,10,4,0,25,450,33,2,6.0,11
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Large,380.0,16,6,0,35,650,43,2,7.0,16
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Medium,240.0,10,4.5,0,15,470,29,2,1.0,10
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Large,350.0,16,6,0,25,680,38,3,2.0,14
Pizza Hut,Pan Pizza Slices Buffalo Chicken Personal Pan,160.0,5,2,0,15,570,22,1,2.0,7
Pizza Hut,Pan Pizza Slices Buffalo Chicken Medium,240.0,9,3.5,0,20,680,31,2,2.0,11
Pizza Hut,Pan Pizza Slices Buffalo Chicken Large,350.0,14,5,0,30,850,40,2,2.0,15
Pizza Hut,Pan Pizza Slices Cheese Personal Pan,150.0,6,2.5,0,15,310,17,1,2.0,7
Pizza Hut,Pan Pizza Slices Cheese Medium,250.0,10,4.5,0,25,450,28,2,1.0,11
Pizza Hut,Pan Pizza Slices Cheese Large,360.0,17,7,0,35,660,37,2,2.0,16
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,180.0,8,3,0,20,350,17,1,2.0,9
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Medium,270.0,13,4.5,0,30,470,27,2,1.0,12
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Large,390.0,20,7,0,40,680,35,2,2.0,18
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Personal Pan,150.0,5,2,0,15,330,18,1,3.0,8
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Medium,240.0,9,3.5,0,20,480,29,2,2.0,12
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Large,350.0,15,5,0,30,690,38,2,3.0,17
Pizza Hut,Pan Pizza Slices Meat Lover’s® Personal Pan,210.0,12,4.5,0,25,460,18,1,2.0,9
Pizza Hut,Pan Pizza Slices Meat Lover’s® Medium,320.0,17,6,0,35,640,28,2,1.0,13
Pizza Hut,Pan Pizza Slices Meat Lover’s® Large,470.0,27,10,0,50,940,37,2,2.0,19
Pizza Hut,Pan Pizza Slices Pepperoni Personal Pan,150.0,7,2.5,0,15,310,17,1,2.0,6
Pizza Hut,Pan Pizza Slices Pepperoni Medium,250.0,11,4.5,0,25,470,28,2,1.0,10
Pizza Hut,Pan Pizza Slices Pepperoni Large,370.0,18,6,0,35,680,36,2,2.0,15
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Personal Pan,180.0,9,3.5,0,20,370,17,1,2.0,8
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Medium,300.0,15,6,0,35,580,28,2,1.0,13
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Large,440.0,24,9,0.5,50,850,37,3,2.0,19
Pizza Hut,Pan Pizza Slices Supreme Personal Pan,170.0,8,3,0,15,360,18,1,2.0,7
Pizza Hut,Pan Pizza Slices Supreme Medium,270.0,13,5,0,25,500,29,2,2.0,11
Pizza Hut,Pan Pizza Slices Supreme Large,390.0,20,7,0,40,740,37,2,2.0,16
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,170.0,8,3.5,0,15,330,17,1,2.0,8
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Medium,270.0,13,5,0,25,470,27,2,1.0,12
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Large,390.0,20,8,0,40,670,36,2,2.0,17
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Personal Pan,140.0,5,2,0,10,290,18,1,2.0,6
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Medium,230.0,9,3.5,0,15,420,29,2,2.0,9
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Large,330.0,15,5,0,25,620,38,3,3.0,14
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Small,140.0,4,2,0,15,250,20,1,4.0,6
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Medium,220.0,7,3,0,20,390,31,2,6.0,10
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Large,300.0,10,4.5,0,30,530,40,2,7.0,14
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Medium,200.0,7,3.5,0,15,410,26,2,1.0,9
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Large,280.0,10,5,0,20,560,35,3,2.0,12
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Medium,200.0,5,2.5,0,20,560,28,2,1.0,9
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Large,270.0,8,4,0,30,740,37,2,2.0,13
Pizza Hut,Hand Tossed Slices Cheese Medium,210.0,8,3.5,0,20,390,26,2,1.0,10
Pizza Hut,Hand Tossed Slices Cheese Large,290.0,10,5,0,30,540,34,3,2.0,13
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Medium,230.0,9,4,0,25,410,25,2,1.0,11
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Large,310.0,13,5,0,35,560,33,2,1.0,16
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Small,130.0,4,1.5,0,10,270,17,1,1.0,7
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Medium,210.0,6,3,0,20,420,27,2,2.0,10
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Large,280.0,9,4,0,30,580,36,3,3.0,15
Pizza Hut,Hand Tossed Slices Meat Lover’s® Medium,290.0,15,6,0,30,590,26,2,1.0,12
Pizza Hut,Hand Tossed Slices Meat Lover’s® Large,390.0,21,8,0,45,830,34,3,2.0,17
Pizza Hut,Hand Tossed Slices Pepperoni Medium,220.0,9,4,0,20,420,25,2,1.0,9
Pizza Hut,Hand Tossed Slices Pepperoni Large,300.0,13,6,0,30,590,34,3,2.0,13
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Medium,270.0,13,6,0,35,530,26,2,1.0,12
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Large,370.0,18,8,0,50,740,35,3,2.0,17
Pizza Hut,Hand Tossed Slices Supreme Small,150.0,6,2.5,0,15,280,17,1,1.0,6
Pizza Hut,Hand Tossed Slices Supreme Medium,240.0,10,4,0,25,450,26,2,2.0,10
Pizza Hut,Hand Tossed Slices Supreme Large,320.0,14,6,0,35,630,35,3,2.0,14
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230.0,10,4.5,0,25,390,25,2,1.0,11
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Large,310.0,13,6,0,35,540,33,2,1.0,15
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Small,120.0,4,1.5,0,10,230,17,1,1.0,5
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Medium,200.0,6,2.5,0,15,370,27,2,2.0,8
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Large,260.0,9,4,0,20,510,36,3,3.0,11
